"Country","Month","Total Passengers"
"Peru","1/12/2019","163952"
"United Kingdom","1/12/2019","1669448"
"Italy","1/12/2019","229882"
"Argentina","1/12/2019","149396"
"Germany","1/12/2019","837094"
"Brazil","1/12/2019","420356"
"Cayman Islands","1/12/2019","108465"
"Ireland","1/12/2019","243453"
"Switzerland","1/12/2019","201330"
"Japan","1/12/2019","906323"
"Spain","1/12/2019","326717"
"Chile","1/12/2019","104974"
"Panama","1/12/2019","341093"
"El Salvador","1/12/2019","208344"
"Haiti","1/12/2019","64764"
"South Korea","1/12/2019","542626"
"Dominican Republic","1/12/2019","605975"
"Honduras","1/12/2019","102992"
"Colombia","1/12/2019","370959"
"Canada","1/12/2019","2535458"
"Hong Kong","1/12/2019","286779"
"Jamaica","1/12/2019","413380"
"Ecuador","1/12/2019","107675"
"Guatemala","1/12/2019","138190"
"Antilles","1/12/2019","88550"
"Atlantic Ocean","1/12/2019","46782"
"Aruba","1/12/2019","155715"
"France","1/12/2019","615165"
"Belgium","1/12/2019","70569"
"Mexico","1/12/2019","2885584"
"China","1/12/2019","698907"
"Philippines","1/12/2019","87857"
"Netherlands","1/12/2019","461992"
"Bahamas","1/12/2019","221299"
"Russia","1/12/2019","66698"
"Australia","1/12/2019","292712"
"Israel","1/12/2019","150930"
"Iceland","1/12/2019","81501"
"United Arab Emirates","1/12/2019","357152"
"Taiwan","1/12/2019","272642"
"New Zealand","1/12/2019","123217"
"Trinidad and Tobago","1/12/2019","95695"
"Denmark","1/12/2019","46836"
"South Korea","1/11/2019","469304"
"Brazil","1/11/2019","345929"
"Iceland","1/11/2019","84389"
"Turkey","1/11/2019","165489"
"Germany","1/11/2019","767467"
"Ireland","1/11/2019","242831"
"Cayman Islands","1/11/2019","78430"
"Italy","1/11/2019","227475"
"Argentina","1/11/2019","134259"
"Chile","1/11/2019","78461"
"Panama","1/11/2019","284845"
"Denmark","1/11/2019","46762"
"Costa Rica","1/11/2019","218880"
"Peru","1/11/2019","150539"
"United Kingdom","1/11/2019","1553709"
"Spain","1/11/2019","303112"
"France","1/11/2019","588149"
"El Salvador","1/11/2019","186538"
"Haiti","1/11/2019","40953"
"Mexico","1/11/2019","2400193"
"Dominican Republic","1/11/2019","494986"
"Honduras","1/11/2019","71158"
"Colombia","1/11/2019","304309"
"Canada","1/11/2019","2394377"
"Aruba","1/11/2019","137979"
"Jamaica","1/11/2019","321864"
"Ecuador","1/11/2019","92728"
"Guatemala","1/11/2019","118981"
"Netherlands","1/11/2019","421438"
"Antilles","1/11/2019","70845"
"Belgium","1/11/2019","69333"
"Atlantic Ocean","1/11/2019","46583"
"Hong Kong","1/11/2019","251986"
"Japan","1/11/2019","880427"
"China","1/11/2019","594798"
"Switzerland","1/11/2019","170318"
"Bahamas","1/11/2019","203267"
"Philippines","1/11/2019","88035"
"Russia","1/11/2019","59662"
"Australia","1/11/2019","249968"
"United Arab Emirates","1/11/2019","298279"
"Israel","1/11/2019","136180"
"New Zealand","1/11/2019","94660"
"Taiwan","1/11/2019","260511"
"Trinidad and Tobago","1/11/2019","72622"
"Costa Rica","1/10/2019","163496"
"Peru","1/10/2019","158958"
"Haiti","1/10/2019","42384"
"Turkey","1/10/2019","185298"
"South Korea","1/10/2019","505222"
"United Kingdom","1/10/2019","1898791"
"Jamaica","1/10/2019","293246"
"Iceland","1/10/2019","117098"
"Switzerland","1/10/2019","224240"
"United Arab Emirates","1/10/2019","273200"
"Denmark","1/10/2019","90292"
"Honduras","1/10/2019","68972"
"Dominican Republic","1/10/2019","446358"
"Panama","1/10/2019","273635"
"Ecuador","1/10/2019","86576"
"El Salvador","1/10/2019","168083"
"Aruba","1/10/2019","127271"
"Netherlands","1/10/2019","565437"
"China","1/10/2019","664497"
"Colombia","1/10/2019","305762"
"Atlantic Ocean","1/10/2019","55107"
"Spain","1/10/2019","450499"
"Canada","1/10/2019","2568321"
"Chile","1/10/2019","85691"
"Mexico","1/10/2019","2113061"
"Japan","1/10/2019","881302"
"Hong Kong","1/10/2019","252772"
"Ireland","1/10/2019","336383"
"Cayman Islands","1/10/2019","56507"
"Italy","1/10/2019","440058"
"Argentina","1/10/2019","147572"
"Guatemala","1/10/2019","94366"
"Brazil","1/10/2019","358414"
"Bahamas","1/10/2019","164048"
"Belgium","1/10/2019","86757"
"Antilles","1/10/2019","53425"
"Germany","1/10/2019","996067"
"France","1/10/2019","789432"
"Russia","1/10/2019","81127"
"Trinidad and Tobago","1/10/2019","76180"
"Israel","1/10/2019","149717"
"Australia","1/10/2019","270237"
"New Zealand","1/10/2019","83773"
"Taiwan","1/10/2019","252828"
"Philippines","1/10/2019","84188"
"Costa Rica","1/9/2019","155529"
"Haiti","1/9/2019","64258"
"Japan","1/9/2019","927324"
"Turkey","1/9/2019","190199"
"Peru","1/9/2019","152919"
"United Kingdom","1/9/2019","1862285"
"Jamaica","1/9/2019","267182"
"Panama","1/9/2019","276684"
"Switzerland","1/9/2019","229190"
"United Arab Emirates","1/9/2019","293879"
"El Salvador","1/9/2019","161460"
"Honduras","1/9/2019","68490"
"Dominican Republic","1/9/2019","444482"
"Ecuador","1/9/2019","87234"
"Chile","1/9/2019","87060"
"Spain","1/9/2019","517874"
"Aruba","1/9/2019","117206"
"Netherlands","1/9/2019","593282"
"Colombia","1/9/2019","309030"
"Mexico","1/9/2019","1804558"
"Atlantic Ocean","1/9/2019","49776"
"Hong Kong","1/9/2019","227409"
"Germany","1/9/2019","1058757"
"Canada","1/9/2019","2409532"
"China","1/9/2019","681462"
"Iceland","1/9/2019","149226"
"South Korea","1/9/2019","470822"
"Antilles","1/9/2019","41614"
"Cayman Islands","1/9/2019","46114"
"Italy","1/9/2019","522616"
"Argentina","1/9/2019","147399"
"Guatemala","1/9/2019","85676"
"Brazil","1/9/2019","330666"
"Bahamas","1/9/2019","121575"
"France","1/9/2019","838972"
"Belgium","1/9/2019","87539"
"Ireland","1/9/2019","388667"
"Denmark","1/9/2019","104720"
"Russia","1/9/2019","115249"
"Trinidad and Tobago","1/9/2019","75946"
"Australia","1/9/2019","274067"
"Israel","1/9/2019","152806"
"New Zealand","1/9/2019","85734"
"Taiwan","1/9/2019","230890"
"Philippines","1/9/2019","100770"
"Trinidad and Tobago","1/8/2019","109149"
"Taiwan","1/8/2019","282689"
"New Zealand","1/8/2019","80073"
"Philippines","1/8/2019","101876"
"Denmark","1/8/2019","118664"
"United Arab Emirates","1/8/2019","368643"
"Hong Kong","1/8/2019","315642"
"Australia","1/8/2019","275301"
"Israel","1/8/2019","179262"
"Russia","1/8/2019","104927"
"Ireland","1/8/2019","429217"
"France","1/8/2019","953835"
"Belgium","1/8/2019","97562"
"Bahamas","1/8/2019","341218"
"Brazil","1/8/2019","359180"
"Cayman Islands","1/8/2019","97720"
"Argentina","1/8/2019","153645"
"Italy","1/8/2019","578631"
"Antilles","1/8/2019","96209"
"Iceland","1/8/2019","198917"
"Netherlands","1/8/2019","644762"
"Germany","1/8/2019","1143067"
"Canada","1/8/2019","2981789"
"China","1/8/2019","835803"
"Mexico","1/8/2019","2559767"
"Colombia","1/8/2019","367668"
"Atlantic Ocean","1/8/2019","82773"
"Aruba","1/8/2019","162142"
"Spain","1/8/2019","569808"
"Dominican Republic","1/8/2019","692372"
"Honduras","1/8/2019","98490"
"Panama","1/8/2019","319268"
"Haiti","1/8/2019","109676"
"El Salvador","1/8/2019","201780"
"Switzerland","1/8/2019","269515"
"Ecuador","1/8/2019","109799"
"Chile","1/8/2019","95228"
"Japan","1/8/2019","1019289"
"Turkey","1/8/2019","201080"
"South Korea","1/8/2019","541752"
"Guatemala","1/8/2019","120066"
"Jamaica","1/8/2019","437577"
"Costa Rica","1/8/2019","245315"
"United Kingdom","1/8/2019","2173191"
"Peru","1/8/2019","167915"
"Costa Rica","1/7/2019","293110"
"Peru","1/7/2019","171959"
"United Kingdom","1/7/2019","2169147"
"South Korea","1/7/2019","432517"
"Guatemala","1/7/2019","138552"
"Jamaica","1/7/2019","480157"
"Turkey","1/7/2019","200364"
"Ecuador","1/7/2019","111366"
"Chile","1/7/2019","98731"
"Trinidad and Tobago","1/7/2019","100491"
"Switzerland","1/7/2019","266470"
"Panama","1/7/2019","366996"
"Haiti","1/7/2019","106752"
"El Salvador","1/7/2019","205747"
"Honduras","1/7/2019","115279"
"Dominican Republic","1/7/2019","761464"
"Netherlands","1/7/2019","629195"
"China","1/7/2019","802183"
"Iceland","1/7/2019","198563"
"Atlantic Ocean","1/7/2019","83540"
"Spain","1/7/2019","561137"
"Canada","1/7/2019","2930526"
"Bahamas","1/7/2019","369151"
"Russia","1/7/2019","116864"
"Japan","1/7/2019","941037"
"Germany","1/7/2019","1138750"
"Aruba","1/7/2019","173922"
"Argentina","1/7/2019","154957"
"Ireland","1/7/2019","421786"
"Brazil","1/7/2019","382491"
"Cayman Islands","1/7/2019","113560"
"Italy","1/7/2019","564063"
"Antilles","1/7/2019","107106"
"Colombia","1/7/2019","371005"
"Mexico","1/7/2019","3040612"
"France","1/7/2019","980580"
"Belgium","1/7/2019","96173"
"New Zealand","1/7/2019","95974"
"Taiwan","1/7/2019","242089"
"Philippines","1/7/2019","121860"
"United Arab Emirates","1/7/2019","383096"
"Denmark","1/7/2019","120470"
"Israel","1/7/2019","178042"
"Hong Kong","1/7/2019","346838"
"Australia","1/7/2019","299566"
"Jamaica","1/6/2019","408445"
"Turkey","1/6/2019","189586"
"Costa Rica","1/6/2019","266207"
"Peru","1/6/2019","178067"
"United Kingdom","1/6/2019","2074264"
"Brazil","1/6/2019","345701"
"Cayman Islands","1/6/2019","101752"
"South Korea","1/6/2019","542516"
"Guatemala","1/6/2019","129139"
"El Salvador","1/6/2019","192015"
"Honduras","1/6/2019","98263"
"Dominican Republic","1/6/2019","762039"
"Ecuador","1/6/2019","97338"
"Panama","1/6/2019","319983"
"Haiti","1/6/2019","77166"
"Iceland","1/6/2019","203973"
"Italy","1/6/2019","557704"
"Germany","1/6/2019","1077031"
"Taiwan","1/6/2019","239494"
"China","1/6/2019","790016"
"Japan","1/6/2019","924301"
"Canada","1/6/2019","2745849"
"Chile","1/6/2019","92399"
"Mexico","1/6/2019","2867000"
"Ireland","1/6/2019","419441"
"Bahamas","1/6/2019","336684"
"Belgium","1/6/2019","92533"
"Antilles","1/6/2019","88840"
"Argentina","1/6/2019","142909"
"France","1/6/2019","918500"
"Aruba","1/6/2019","157013"
"Netherlands","1/6/2019","624149"
"Colombia","1/6/2019","348638"
"Atlantic Ocean","1/6/2019","75304"
"Spain","1/6/2019","547222"
"Switzerland","1/6/2019","250011"
"Russia","1/6/2019","93659"
"United Arab Emirates","1/6/2019","364400"
"Australia","1/6/2019","280513"
"Trinidad and Tobago","1/6/2019","85488"
"Israel","1/6/2019","172467"
"Denmark","1/6/2019","121713"
"Hong Kong","1/6/2019","336490"
"New Zealand","1/6/2019","75827"
"Philippines","1/6/2019","116715"
"Peru","1/5/2019","178003"
"United Kingdom","1/5/2019","2004413"
"Costa Rica","1/5/2019","222639"
"Guatemala","1/5/2019","113217"
"Brazil","1/5/2019","359665"
"Cayman Islands","1/5/2019","88127"
"Turkey","1/5/2019","188098"
"South Korea","1/5/2019","584454"
"Ecuador","1/5/2019","94105"
"Chile","1/5/2019","99403"
"Israel","1/5/2019","147657"
"Switzerland","1/5/2019","219035"
"Panama","1/5/2019","302070"
"Haiti","1/5/2019","83598"
"El Salvador","1/5/2019","175673"
"Honduras","1/5/2019","79417"
"Dominican Republic","1/5/2019","706351"
"China","1/5/2019","774431"
"Japan","1/5/2019","893745"
"Aruba","1/5/2019","140907"
"Netherlands","1/5/2019","595688"
"Jamaica","1/5/2019","364074"
"Canada","1/5/2019","2605661"
"Mexico","1/5/2019","2518559"
"Iceland","1/5/2019","144468"
"Hong Kong","1/5/2019","335507"
"Germany","1/5/2019","1011021"
"Ireland","1/5/2019","377638"
"France","1/5/2019","809495"
"Italy","1/5/2019","464789"
"Argentina","1/5/2019","152254"
"Bahamas","1/5/2019","300012"
"Colombia","1/5/2019","329529"
"Atlantic Ocean","1/5/2019","66496"
"Spain","1/5/2019","466335"
"Belgium","1/5/2019","87303"
"Antilles","1/5/2019","87000"
"Russia","1/5/2019","81263"
"Australia","1/5/2019","283988"
"United Arab Emirates","1/5/2019","304624"
"Denmark","1/5/2019","95193"
"New Zealand","1/5/2019","78118"
"Taiwan","1/5/2019","263319"
"Trinidad and Tobago","1/5/2019","80819"
"Philippines","1/5/2019","117524"
"Costa Rica","1/4/2019","267961"
"Peru","1/4/2019","157906"
"Haiti","1/4/2019","76289"
"United Kingdom","1/4/2019","1829948"
"Turkey","1/4/2019","170671"
"Jamaica","1/4/2019","371637"
"Iceland","1/4/2019","104199"
"Ecuador","1/4/2019","94450"
"Switzerland","1/4/2019","196569"
"Hong Kong","1/4/2019","305170"
"China","1/4/2019","701837"
"Panama","1/4/2019","292290"
"Chile","1/4/2019","89107"
"El Salvador","1/4/2019","178582"
"Honduras","1/4/2019","81467"
"Guatemala","1/4/2019","129055"
"Netherlands","1/4/2019","540701"
"Japan","1/4/2019","810967"
"South Korea","1/4/2019","513232"
"Atlantic Ocean","1/4/2019","56841"
"Spain","1/4/2019","393394"
"Mexico","1/4/2019","2619409"
"Canada","1/4/2019","2758836"
"Bahamas","1/4/2019","331894"
"Dominican Republic","1/4/2019","677600"
"Aruba","1/4/2019","158683"
"Argentina","1/4/2019","147610"
"Germany","1/4/2019","879101"
"Ireland","1/4/2019","309425"
"Brazil","1/4/2019","338862"
"Cayman Islands","1/4/2019","99227"
"Italy","1/4/2019","360940"
"Belgium","1/4/2019","84552"
"Antilles","1/4/2019","93831"
"Colombia","1/4/2019","327631"
"France","1/4/2019","737596"
"Russia","1/4/2019","78233"
"Venezuela","1/4/2019","10518"
"Australia","1/4/2019","277156"
"Trinidad and Tobago","1/4/2019","81453"
"Denmark","1/4/2019","85901"
"Israel","1/4/2019","140211"
"United Arab Emirates","1/4/2019","276393"
"New Zealand","1/4/2019","85261"
"Taiwan","1/4/2019","242114"
"Philippines","1/4/2019","87757"
"Costa Rica","1/3/2019","332365"
"Peru","1/3/2019","163239"
"United Kingdom","1/3/2019","1622227"
"Haiti","1/3/2019","75909"
"South Korea","1/3/2019","498990"
"Guatemala","1/3/2019","124659"
"Jamaica","1/3/2019","407471"
"Turkey","1/3/2019","160737"
"Ecuador","1/3/2019","98258"
"Denmark","1/3/2019","63034"
"Dominican Republic","1/3/2019","745776"
"Panama","1/3/2019","312052"
"Chile","1/3/2019","105295"
"El Salvador","1/3/2019","173814"
"Honduras","1/3/2019","81619"
"Netherlands","1/3/2019","441492"
"Bahamas","1/3/2019","361036"
"Atlantic Ocean","1/3/2019","45224"
"Spain","1/3/2019","311076"
"Aruba","1/3/2019","176662"
"Israel","1/3/2019","122501"
"Brazil","1/3/2019","402003"
"Mexico","1/3/2019","2945808"
"Canada","1/3/2019","2974343"
"China","1/3/2019","673509"
"Japan","1/3/2019","961240"
"Argentina","1/3/2019","154407"
"Germany","1/3/2019","816526"
"Ireland","1/3/2019","257286"
"Cayman Islands","1/3/2019","120090"
"Italy","1/3/2019","225928"
"Belgium","1/3/2019","72187"
"Antilles","1/3/2019","107040"
"Colombia","1/3/2019","347853"
"France","1/3/2019","610399"
"Iceland","1/3/2019","99953"
"Russia","1/3/2019","58961"
"Venezuela","1/3/2019","17007"
"Australia","1/3/2019","267156"
"Switzerland","1/3/2019","184489"
"Hong Kong","1/3/2019","340501"
"United Arab Emirates","1/3/2019","297863"
"Philippines","1/3/2019","88644"
"New Zealand","1/3/2019","108235"
"Taiwan","1/3/2019","251080"
"Trinidad and Tobago","1/3/2019","79936"
"Costa Rica","1/2/2019","282656"
"Spain","1/2/2019","209385"
"Haiti","1/2/2019","55523"
"Peru","1/2/2019","149855"
"Turkey","1/2/2019","134609"
"United Kingdom","1/2/2019","1212801"
"Jamaica","1/2/2019","312298"
"Ecuador","1/2/2019","79141"
"Ireland","1/2/2019","151393"
"Chile","1/2/2019","104689"
"Dominican Republic","1/2/2019","596194"
"Panama","1/2/2019","275977"
"China","1/2/2019","605800"
"El Salvador","1/2/2019","151237"
"Honduras","1/2/2019","66728"
"South Korea","1/2/2019","439358"
"Atlantic Ocean","1/2/2019","34126"
"Aruba","1/2/2019","143488"
"Belgium","1/2/2019","49425"
"Antilles","1/2/2019","82222"
"Colombia","1/2/2019","298531"
"Canada","1/2/2019","2461276"
"Mexico","1/2/2019","2325884"
"Taiwan","1/2/2019","215299"
"Netherlands","1/2/2019","322722"
"Hong Kong","1/2/2019","260311"
"Japan","1/2/2019","788328"
"Brazil","1/2/2019","404070"
"Cayman Islands","1/2/2019","84912"
"Italy","1/2/2019","132997"
"Guatemala","1/2/2019","102871"
"France","1/2/2019","448109"
"Argentina","1/2/2019","147831"
"Bahamas","1/2/2019","272007"
"Germany","1/2/2019","566262"
"Switzerland","1/2/2019","137843"
"Venezuela","1/2/2019","22705"
"Australia","1/2/2019","235374"
"Denmark","1/2/2019","46933"
"Iceland","1/2/2019","64621"
"United Arab Emirates","1/2/2019","252853"
"Israel","1/2/2019","99318"
"Trinidad and Tobago","1/2/2019","62538"
"New Zealand","1/2/2019","100100"
"Philippines","1/2/2019","90865"
"Russia","1/2/2019","47241"
"Haiti","1/1/2019","100123"
"Dominican Republic","1/1/2019","676777"
"Panama","1/1/2019","340988"
"Spain","1/1/2019","245148"
"United Kingdom","1/1/2019","1385509"
"Jamaica","1/1/2019","356839"
"Peru","1/1/2019","165736"
"Costa Rica","1/1/2019","330215"
"China","1/1/2019","721491"
"Ireland","1/1/2019","182515"
"Iceland","1/1/2019","125190"
"Hong Kong","1/1/2019","369233"
"United Arab Emirates","1/1/2019","318495"
"Chile","1/1/2019","115858"
"El Salvador","1/1/2019","194470"
"Honduras","1/1/2019","91084"
"Ecuador","1/1/2019","93677"
"Atlantic Ocean","1/1/2019","34237"
"Argentina","1/1/2019","162437"
"Colombia","1/1/2019","377209"
"Netherlands","1/1/2019","372159"
"Aruba","1/1/2019","148563"
"Belgium","1/1/2019","56844"
"France","1/1/2019","525608"
"Germany","1/1/2019","672654"
"Antilles","1/1/2019","85375"
"Italy","1/1/2019","173773"
"Guatemala","1/1/2019","140252"
"Mexico","1/1/2019","2677119"
"Turkey","1/1/2019","154458"
"Japan","1/1/2019","858615"
"Bahamas","1/1/2019","261660"
"Cayman Islands","1/1/2019","91883"
"Canada","1/1/2019","2470649"
"Brazil","1/1/2019","534071"
"South Korea","1/1/2019","524035"
"Russia","1/1/2019","57701"
"Venezuela","1/1/2019","33878"
"Denmark","1/1/2019","58212"
"Switzerland","1/1/2019","169302"
"Israel","1/1/2019","122784"
"Australia","1/1/2019","315388"
"Philippines","1/1/2019","113191"
"New Zealand","1/1/2019","124812"
"Taiwan","1/1/2019","280136"
"Trinidad and Tobago","1/1/2019","74526"
"Iceland","1/12/2018","148339"
"United Arab Emirates","1/12/2018","322398"
"Israel","1/12/2018","117560"
"Switzerland","1/12/2018","195287"
"Australia","1/12/2018","305772"
"Honduras","1/12/2018","95008"
"El Salvador","1/12/2018","195949"
"Dominican Republic","1/12/2018","631092"
"China","1/12/2018","706722"
"Chile","1/12/2018","99792"
"Ecuador","1/12/2018","98705"
"New Zealand","1/12/2018","117850"
"Philippines","1/12/2018","100483"
"Denmark","1/12/2018","62020"
"Trinidad and Tobago","1/12/2018","91311"
"Belgium","1/12/2018","67112"
"Colombia","1/12/2018","380039"
"Antilles","1/12/2018","78003"
"France","1/12/2018","595764"
"Germany","1/12/2018","763983"
"Bahamas","1/12/2018","278590"
"Ireland","1/12/2018","243046"
"Hong Kong","1/12/2018","339258"
"Japan","1/12/2018","864366"
"Mexico","1/12/2018","2837900"
"Canada","1/12/2018","2565968"
"Taiwan","1/12/2018","253461"
"Aruba","1/12/2018","146290"
"Atlantic Ocean","1/12/2018","46000"
"Netherlands","1/12/2018","418972"
"Argentina","1/12/2018","146856"
"Costa Rica","1/12/2018","289230"
"United Kingdom","1/12/2018","1582021"
"Peru","1/12/2018","161918"
"Spain","1/12/2018","285645"
"Panama","1/12/2018","339703"
"Haiti","1/12/2018","92979"
"Brazil","1/12/2018","491016"
"Guatemala","1/12/2018","163527"
"Italy","1/12/2018","210624"
"Cayman Islands","1/12/2018","97118"
"Jamaica","1/12/2018","371404"
"South Korea","1/12/2018","523871"
"Turkey","1/12/2018","159007"
"Russia","1/12/2018","62179"
"Venezuela","1/12/2018","38125"
"China","1/11/2018","612317"
"Japan","1/11/2018","849664"
"Atlantic Ocean","1/11/2018","50321"
"Dominican Republic","1/11/2018","513230"
"Russia","1/11/2018","58828"
"Bahamas","1/11/2018","226138"
"Costa Rica","1/11/2018","196506"
"Guatemala","1/11/2018","145082"
"Colombia","1/11/2018","326620"
"Ecuador","1/11/2018","92255"
"Mexico","1/11/2018","2406278"
"Trinidad and Tobago","1/11/2018","72220"
"Philippines","1/11/2018","82052"
"Canada","1/11/2018","2459272"
"Honduras","1/11/2018","70417"
"El Salvador","1/11/2018","177327"
"Jamaica","1/11/2018","303641"
"Taiwan","1/11/2018","249565"
"New Zealand","1/11/2018","93301"
"Netherlands","1/11/2018","405844"
"Denmark","1/11/2018","61436"
"Chile","1/11/2018","85530"
"Iceland","1/11/2018","170593"
"Switzerland","1/11/2018","172299"
"Ireland","1/11/2018","261522"
"Australia","1/11/2018","264759"
"United Arab Emirates","1/11/2018","271235"
"Hong Kong","1/11/2018","317880"
"Israel","1/11/2018","123605"
"Panama","1/11/2018","288803"
"Germany","1/11/2018","743137"
"Argentina","1/11/2018","128041"
"Brazil","1/11/2018","397868"
"Italy","1/11/2018","201861"
"Aruba","1/11/2018","127680"
"Antilles","1/11/2018","55623"
"France","1/11/2018","581352"
"Belgium","1/11/2018","66343"
"Cayman Islands","1/11/2018","78857"
"Peru","1/11/2018","150457"
"Spain","1/11/2018","275525"
"Haiti","1/11/2018","77442"
"South Korea","1/11/2018","476358"
"Turkey","1/11/2018","152892"
"United Kingdom","1/11/2018","1542810"
"Venezuela","1/11/2018","32943"
"Netherlands","1/10/2018","529090"
"Spain","1/10/2018","411832"
"Antilles","1/10/2018","42073"
"Aruba","1/10/2018","116273"
"Atlantic Ocean","1/10/2018","54705"
"Hong Kong","1/10/2018","321531"
"Canada","1/10/2018","2597009"
"China","1/10/2018","706913"
"Japan","1/10/2018","866717"
"Belgium","1/10/2018","83624"
"Italy","1/10/2018","368071"
"Argentina","1/10/2018","131447"
"Bahamas","1/10/2018","179198"
"Cayman Islands","1/10/2018","57656"
"Germany","1/10/2018","926787"
"France","1/10/2018","748257"
"Ireland","1/10/2018","341139"
"Colombia","1/10/2018","298254"
"Russia","1/10/2018","69389"
"Mexico","1/10/2018","2095593"
